make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08
Chevrolet,Express 3500 2WD Passenger,2012,Automatic,2WD,2010-2020,Gas,Van,8.0,6.0,-1,24.7925,3700
Ford,E350 Wagon,2012,Automatic,2WD,2010-2020,Gas,Van,10.0,6.8,-1,27.04636363636364,4000
Ford,E150 Wagon FFV,2012,Automatic,2WD,2010-2020,Gas,Van,8.0,4.6,-1,21.250714285714285,3150
Ford,E150 Wagon FFV,2012,Automatic,2WD,2010-2020,Gas,Van,8.0,5.4,-1,22.885384615384616,3400
Ford,E350 Wagon FFV,2012,Automatic,2WD,2010-2020,Gas,Van,8.0,5.4,-1,22.885384615384616,3400
GMC,Savana 2500 2WD (Passenger),2012,Automatic,2WD,2010-2020,Gas,Van,8.0,4.8,-1,22.885384615384616,3400
GMC,Savana 3500 2WD (Passenger),2012,Automatic,2WD,2010-2020,Gas,Van,8.0,4.8,-1,22.885384615384616,3400
GMC,Savana 2500 2WD (Passenger),2012,Automatic,2WD,2010-2020,Gas,Van,8.0,6.0,-1,22.885384615384616,3400
GMC,Savana 3500 2WD (Passenger),2012,Automatic,2WD,2010-2020,Gas,Van,8.0,6.0,-1,24.7925,3700
Honda,Odyssey,2012,Automatic,2WD,2010-2020,Gas,Van,6.0,3.5,-1,14.167142857142858,2100
Honda,Odyssey,2012,Automatic,2WD,2010-2020,Gas,Van,6.0,3.5,-1,13.52318181818182,2000
Toyota,Sienna 2WD,2012,Automatic,2WD,2010-2020,Gas,Van,4.0,2.7,-1,14.167142857142858,2100
Toyota,Sienna 2WD,2012,Automatic,2WD,2010-2020,Gas,Van,6.0,3.5,-1,14.167142857142858,2100
Toyota,Sienna AWD,2012,Automatic,4WD,2010-2020,Gas,Van,6.0,3.5,-1,15.65842105263158,2300
Acura,RDX 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.3,-1,14.167142857142858,2800
Cadillac,Escalade Hybrid 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
Chevrolet,Captiva FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.935217391304349,1900
Chevrolet,Tahoe Hybrid 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
Chevrolet,Suburban 2500 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,6.0,-1,24.7925,3700
Ford,Edge FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,12.39625,1850
Ford,Explorer FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,12.935217391304349,1900
Ford,Edge FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,13.52318181818182,2000
Ford,Edge FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.7,-1,14.167142857142858,2100
Ford,Explorer FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Ford,Expedition 2WD FFV,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.4,-1,18.594375,2750
GMC,Yukon 1500 Hybrid 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
GMC,Yukon XL 2500 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,6.0,-1,24.7925,3700
Honda,Crosstour 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.167142857142858,2100
Honda,Pilot 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Hyundai,Veracruz 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.8,-1,15.65842105263158,2300
Infiniti,QX56 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.6,-1,18.594375,3650
Jeep,Grand Cherokee 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.7,-1,18.594375,3300
Jeep,Compass 2WD,2012,Manual,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,11.9004,1750
Jeep,Patriot 2WD,2012,Manual,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,11.9004,1750
Jeep,Compass 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.935217391304349,1900
Jeep,Patriot 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.935217391304349,1900
Jeep,Compass 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,12.39625,1850
Jeep,Patriot 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.0,-1,12.39625,1850
Jeep,Compass 2WD,2012,Manual,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,11.9004,1750
Jeep,Patriot 2WD,2012,Manual,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,11.9004,1750
Lexus,RX 450h,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,10.25896551724138,2000
Lexus,RX 350,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.167142857142858,2100
Lincoln,Navigator 4WD FFV,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.4,-1,19.834,2950
Lincoln,MKX FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.7,-1,14.167142857142858,2100
Lincoln,Navigator 2WD FFV,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.4,-1,18.594375,2750
Mazda,CX-9 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.7,-1,15.65842105263158,2300
Mitsubishi,Outlander 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,11.9004,1750
Mitsubishi,Outlander 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.0,-1,13.52318181818182,2650
Nissan,Pathfinder 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,4.0,-1,17.500588235294117,3450
Nissan,Armada 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.6,-1,19.834,2950
Nissan,Xterra 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,4.0,-1,16.528333333333336,2450
Saab,9-4X FWD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.0,-1,14.8755,2200
Suzuki,Grand Vitara,2012,Manual,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,13.52318181818182,2000
Suzuki,Grand Vitara,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.4,-1,14.167142857142858,2100
Toyota,Highlander 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,4.0,2.7,-1,13.52318181818182,2000
Toyota,Highlander 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Toyota,FJ Cruiser 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,6.0,4.0,-1,15.65842105263158,2300
Toyota,Sequoia 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,4.6,-1,18.594375,2750
Toyota,Sequoia 2WD,2012,Automatic,2WD,2010-2020,Gas,SUV,8.0,5.7,-1,19.834,2950
Acura,ZDX 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,-1,15.65842105263158,3050
Acura,RDX 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.3,-1,15.65842105263158,3050
Acura,MDX 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,-1,16.528333333333336,3250
Cadillac,Escalade Hybrid 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
Cadillac,Escalade Ext AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150
Cadillac,Escalade ESV AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150
Chevrolet,Tahoe Hybrid 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
Chevrolet,Suburban 2500 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,24.7925,3700
Ford,Edge AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,-1,15.65842105263158,2300
Ford,Edge AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Ford,Expedition 4WD FFV,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.4,-1,19.834,2950
Ford,Explorer AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,15.65842105263158,2300
GMC,Yukon XL 2500 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,24.7925,3700
GMC,Yukon 1500 Hybrid 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
GMC,Yukon XL 1500 AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150
GMC,Yukon Denali 1500 Hybrid 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,6.0,-1,14.167142857142858,2100
Honda,Crosstour 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.167142857142858,2100
Honda,Pilot 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Hyundai,Veracruz 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.8,-1,16.528333333333336,2450
Infiniti,QX56 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.6,-1,18.594375,3650
Jeep,Compass 4WD,2012,Manual,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.39625,1850
Jeep,Patriot 4WD,2012,Manual,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.39625,1850
Jeep,Compass 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.935217391304349,1900
Jeep,Patriot 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.935217391304349,1900
Jeep,Compass 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,14.167142857142858,2100
Jeep,Patriot 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,14.167142857142858,2100
Lexus,RX 450h AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,10.625357142857142,2100
Lexus,RX 350 AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,14.8755,2200
Lexus,GX 460,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,4.6,-1,17.500588235294117,3450
Lincoln,MKX AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,-1,15.65842105263158,2300
Mazda,CX-9 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.7,-1,15.65842105263158,2300
Mercedes-Benz,ML350 4matic,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,15.65842105263158,3050
Mercedes-Benz,R350 4matic,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,16.528333333333336,3250
Mitsubishi,Outlander 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,12.39625,1850
Mitsubishi,Outlander 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.0,-1,14.167142857142858,2800
Nissan,Xterra 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,4.0,-1,17.500588235294117,2600
Nissan,Pathfinder 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,4.0,-1,18.594375,3650
Nissan,Pathfinder 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.6,-1,19.834,3900
Nissan,Armada 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.6,-1,21.250714285714285,3150
Saab,9-4X AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,2.8,-1,16.528333333333336,2450
Subaru,Outback Wagon AWD,2012,Manual,4WD,2010-2020,Gas,SUV,4.0,2.5,-1,13.52318181818182,2000
Subaru,Outback Wagon AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,-1,12.39625,1850
Subaru,Forester AWD,2012,Manual,4WD,2010-2020,Gas,SUV,4.0,2.5,-1,12.935217391304349,1900
Subaru,Forester AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,-1,12.935217391304349,1900
Subaru,Forester AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.5,-1,14.167142857142858,2800
Subaru,Outback Wagon AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,14.8755,2200
Subaru,Tribeca AWD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,16.528333333333336,2450
Suzuki,Grand Vitara 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,4.0,2.4,-1,14.8755,2200
Toyota,Highlander 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,15.65842105263158,2300
Toyota,Highlander Hybrid 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.5,-1,10.625357142857142,1600
Toyota,FJ Cruiser 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,4.0,-1,16.528333333333336,2450
Toyota,FJ Cruiser 4WD,2012,Manual,4WD,2010-2020,Gas,SUV,6.0,4.0,-1,18.594375,2750
Toyota,Sequoia 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,4.6,-1,19.834,2950
Toyota,Sequoia 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.7,-1,21.250714285714285,3150
Toyota,Sequoia 4WD FFV,2012,Automatic,4WD,2010-2020,Gas,SUV,8.0,5.7,-1,19.834,2950
Jeep,Wrangler 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,16.528333333333336,2450
Jeep,Wrangler Unlimited 4WD,2012,Automatic,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,16.528333333333336,2450
Jeep,Wrangler 4WD,2012,Manual,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,16.528333333333336,2450
Jeep,Wrangler Unlimited 4WD,2012,Manual,4WD,2010-2020,Gas,SUV,6.0,3.6,-1,16.528333333333336,2450
Kia,Optima Hybrid,2011,Automatic,2WD,2010-2020,Gas,Car,4.0,2.4,-1,8.264166666666668,1200
BMW,Z4 sDrive28i,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,11.442692307692308,2250
BMW,Z4 sDrive28i,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,-1,11.018888888888888,2150
BMW,Z4 sDrive35i,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,Z4 sDrive35i,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
BMW,Z4 sDrive35is,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Honda,CR-Z,2012,Manual,2WD,2010-2020,Gas,Car,4.0,1.5,-1,8.750294117647059,1300
Honda,CR-Z,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.5,-1,8.264166666666668,1200
McLaren Automotive,MP4-12C Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,3.8,-1,16.528333333333336,3250
Nissan,370Z,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.7,-1,13.52318181818182,2650
Nissan,370Z,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.7,-1,14.167142857142858,2800
Nissan,370Z Roadster,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
Nissan,370Z Roadster,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
Bentley,Continental GTC,2012,Automatic,4WD,2010-2020,Gas,Car,12.0,6.0,-1,21.250714285714285,4150
BMW,328i Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,328i Coupe,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,328i Coupe xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,328i Coupe xDrive,2012,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,328ci Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,328ci Convertible,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,335i Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,335i Coupe,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,335i Coupe xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,335i Coupe xDrive,2012,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,335is Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
BMW,335is Coupe,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,335is Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
BMW,335is Convertible,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,335ci Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,335ci Convertible,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
Chevrolet,Sonic 5,2012,Manual,2WD,2010-2020,Gas,Car,4.0,1.4,-1,9.2971875,1400
Infiniti,G37 Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
Infiniti,G37 Convertible,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.7,-1,15.65842105263158,3050
Infiniti,G37 Coupe,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.7,-1,15.65842105263158,3050
Infiniti,G37 Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.7,-1,13.52318181818182,2650
Infiniti,G37x Coupe,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
Lexus,IS F,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,5.0,-1,16.528333333333336,3250
Mercedes-Benz,C250 Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.8,-1,11.9004,2350
Mercedes-Benz,E550 Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.7,-1,14.167142857142858,2800
Mercedes-Benz,E550 Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.7,-1,15.65842105263158,3050
Scion,xD,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.8,-1,10.25896551724138,1500
Scion,xD,2012,Manual,2WD,2010-2020,Gas,Car,4.0,1.8,-1,10.25896551724138,1500
Volkswagen,Beetle,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,-1,12.39625,2450
Volkswagen,Beetle,2012,Manual,2WD,2010-2020,Gas,Car,5.0,2.5,-1,11.9004,1750
BMW,640i Coupe,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,11.442692307692308,2250
BMW,640i Convertible,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,12.935217391304349,2550
BMW,650i Coupe xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,-1,17.500588235294117,3450
Chevrolet,Sonic,2012,Manual,2WD,2010-2020,Gas,Car,4.0,1.4,-1,9.2971875,1400
Honda,Insight,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.3,-1,7.256341463414635,1100
Honda,Insight,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.3,-1,7.256341463414635,1100
Lexus,HS 250h,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.4,-1,8.750294117647059,1300
Mazda,3 DI 4-Door,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,-1,9.917,1450
Mazda,3 DI 4-Door,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,9.2971875,1400
Mitsubishi,Lancer,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,-1,10.625357142857142,1600
Mitsubishi,Lancer,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,10.625357142857142,1600
Mitsubishi,Lancer,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.4,-1,11.9004,1750
Mitsubishi,Lancer,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.4,-1,11.442692307692308,1700
Mitsubishi,Lancer,2012,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,-1,14.8755,2900
Mitsubishi,Lancer AWD,2012,Automatic,4WD,2010-2020,Gas,Car,4.0,2.4,-1,11.9004,1750
Mitsubishi,Lancer Evolution,2012,Manual,4WD,2010-2020,Gas,Car,4.0,2.0,-1,15.65842105263158,3050
Mitsubishi,Lancer Evolution,2012,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,-1,15.65842105263158,3050
Acura,RL,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
BMW,528i,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,11.018888888888888,2150
BMW,528i xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,4.0,2.0,-1,11.442692307692308,2250
BMW,535i,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,12.935217391304349,2550
BMW,535i,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,12.935217391304349,2550
BMW,535i xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,-1,12.39625,2450
BMW,550i xDrive,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,-1,17.500588235294117,3450
BMW,ActiveHybrid 7,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,-1,14.8755,2900
Infiniti,G37,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.7,-1,13.52318181818182,2650
Infiniti,G37,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.7,-1,15.65842105263158,3050
Infiniti,G37x,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.7,-1,14.8755,2900
Infiniti,G25,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,2.5,-1,12.935217391304349,2550
Infiniti,G25x,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,2.5,-1,13.52318181818182,2650
Lexus,ES 350,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.5,-1,13.52318181818182,2000
Lexus,LS 460,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.6,-1,15.65842105263158,3050
Lexus,LS 460 AWD,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.6,-1,16.528333333333336,3250
Lexus,LS 460 L,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.6,-1,15.65842105263158,3050
Lexus,LS 460 L AWD,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.6,-1,16.528333333333336,3250
Lexus,LS 600h L,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,5.0,-1,14.8755,2900
Mazda,3 DI 5-Door,2012,Manual,2WD,2010-2020,Gas,Car,4.0,2.0,-1,9.917,1450
Mazda,3 DI 5-Door,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,9.597096774193547,1400
Mercedes-Benz,E350,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.5,-1,12.935217391304349,2550
Mercedes-Benz,E350 4matic,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.5,-1,13.52318181818182,2650
Mercedes-Benz,E550 4matic,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.7,-1,14.8755,2900
Mercedes-Benz,E63 AMG,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,5.5,-1,15.65842105263158,3050
Toyota,Camry Hybrid LE,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.5,-1,7.43775,1100
Toyota,Camry Hybrid XLE,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.5,-1,7.628461538461539,1150
BMW,535i Gran Turismo,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,13.52318181818182,2650
BMW,535i xDrive Gran Turismo,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,550i Gran Turismo,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,-1,16.528333333333336,3250
BMW,550i xDrive Gran Turismo,2012,Automatic,4WD,2010-2020,Gas,Car,8.0,4.4,-1,17.500588235294117,3450
BMW,ActiveHybrid 7L,2012,Automatic,2WD,2010-2020,Gas,Car,8.0,4.4,-1,14.8755,2900
BMW,760Li,2012,Automatic,2WD,2010-2020,Gas,Car,12.0,6.0,-1,19.834,3900
Rolls-Royce,Ghost,2012,Automatic,2WD,2010-2020,Gas,Car,12.0,6.6,-1,19.834,3900
Rolls-Royce,Ghost EWB,2012,Automatic,2WD,2010-2020,Gas,Car,12.0,6.6,-1,19.834,3900
BMW,328i Sport Wagon,2012,Automatic,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,328i Sport Wagon,2012,Manual,2WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,328i xDrive Sport Wagon,2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,328i xDrive Sport Wagon,2012,Manual,4WD,2010-2020,Gas,Car,6.0,3.0,-1,14.8755,2900
Mitsubishi,Lancer Sportback,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.0,-1,11.018888888888888,1650
Mitsubishi,Lancer Sportback,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,2.4,-1,11.9004,1750
Nissan,Juke,2012,Automatic,2WD,2010-2020,Gas,Car,4.0,1.6,-1,10.25896551724138,2000
Nissan,Juke AWD,2012,Automatic,4WD,2010-2020,Gas,Car,4.0,1.6,-1,11.018888888888888,2150
Mercedes-Benz,E350 4matic (wagon),2012,Automatic,4WD,2010-2020,Gas,Car,6.0,3.5,-1,13.52318181818182,2650
Mercedes-Benz,E63 AMG (wagon),2012,Automatic,2WD,2010-2020,Gas,Car,8.0,5.5,-1,16.528333333333336,3250
Ford,F150 Pickup 2WD,2012,Automatic,2WD,2010-2020,Gas,Truck,8.0,6.2,-1,19.834,2950
Ford,F150 Pickup 2WD FFV,2012,Automatic,2WD,2010-2020,Gas,Truck,6.0,3.7,-1,15.65842105263158,2300
Ford,F150 Pickup 2WD FFV,2012,Automatic,2WD,2010-2020,Gas,Truck,6.0,3.7,-1,15.65842105263158,2300
Ford,F150 Pickup 2WD,2012,Automatic,2WD,2010-2020,Gas,Truck,6.0,3.5,-1,15.65842105263158,2300
Ford,F150 Pickup 2WD,2012,Automatic,2WD,2010-2020,Gas,Truck,6.0,3.5,-1,16.528333333333336,2450
Ford,F150 Pickup 2WD FFV,2012,Automatic,2WD,2010-2020,Gas,Truck,8.0,5.0,-1,17.500588235294117,2600
