make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,comb08,highway08,city08
GMC,Yukon XL 1500 2WD,2009,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,18.594375,2750,16,20,14
GMC,Yukon XL 1500 2WD,2009,Automatic,2WD,2000-2010,Gas,SUV,8.0,6.2,-1,19.834,2950,15,19,12
Cadillac,Escalade 2WD,2009,Automatic,2WD,2000-2010,Gas,SUV,8.0,6.2,-1,19.834,2950,15,19,12
Cadillac,Escalade AWD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150,14,19,12
Cadillac,Escalade ESV 2WD,2009,Automatic,2WD,2000-2010,Gas,SUV,8.0,6.2,-1,19.834,2950,15,19,12
Chevrolet,Express 1500 2WD Passenger,2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500 2WD (cargo),2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,19.834,2950,15,18,14
GMC,Savana 1500 2WD Conversion (cargo),2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500 2WD (Passenger),2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,Van 1500 2WD Cargo,2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,19.834,2950,15,18,14
Chevrolet,Van 1500 2WD Conversion Cargo,2009,Automatic,2WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,Express 1500 AWD Passenger,2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500  AWD Conversion (cargo),2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
GMC,Savana 1500  AWD (cargo),2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,19.834,2950,15,17,14
GMC,Savana 1500 AWD (Passenger),2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,Van 1500 AWD Cargo,2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,19.834,2950,15,17,14
Chevrolet,Van 1500 AWD Conversion Cargo,2009,Automatic,4WD,2000-2010,Gas,Van,8.0,5.3,-1,21.250714285714285,3150,14,16,13
Chevrolet,HHR FWD,2009,Manual,2WD,2000-2010,Gas,SUV,4.0,2.2,-1,11.442692307692308,1700,26,32,22
Chevrolet,HHR FWD,2009,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,12.39625,1850,24,30,21
Chevrolet,HHR FWD,2009,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,12.39625,1850,24,29,22
Chevrolet,HHR Panel FWD,2009,Manual,2WD,2000-2010,Gas,SUV,4.0,2.2,-1,11.442692307692308,1700,26,32,22
Chevrolet,HHR Panel FWD,2009,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,12.39625,1850,24,30,21
Chevrolet,HHR Panel FWD,2009,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,12.39625,1850,24,29,22
GMC,Sierra K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.3,-1,18.594375,2750,16,19,14
GMC,Sierra K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.3,-1,18.594375,2750,16,20,14
GMC,Sierra K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,6.2,-1,21.250714285714285,3150,14,19,12
GMC,Sierra K15 AWD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,6.2,-1,21.250714285714285,3150,14,19,12
Chevrolet,Silverado K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.3,-1,18.594375,2750,16,19,14
Chevrolet,Silverado K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,5.3,-1,18.594375,2750,16,20,14
Chevrolet,Silverado K15 4WD,2009,Automatic,4WD,2000-2010,Gas,Truck,8.0,6.2,-1,21.250714285714285,3150,14,19,12
Chevrolet,Tahoe 1500 4WD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,18.594375,2750,16,20,14
Chevrolet,Tahoe 1500 4WD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150,14,19,12
GMC,Yukon 1500 4WD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,5.3,-1,18.594375,2750,16,20,14
GMC,Yukon 1500 4WD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150,14,19,12
GMC,Yukon Denali 1500 AWD,2009,Automatic,4WD,2000-2010,Gas,SUV,8.0,6.2,-1,21.250714285714285,3150,14,19,12
Aston Martin,DBS Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,12.0,5.9,-1,21.250714285714285,4150,14,18,12
Audi,TT Roadster quattro,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900,20,25,17
Audi,TT Roadster quattro,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900,20,24,18
Ferrari,F430,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.3,-1,22.885384615384616,4500,13,16,11
Ferrari,F430,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,22.885384615384616,4500,13,16,11
Ferrari,599 GTB Fiorano,2009,Manual,2WD,2000-2010,Gas,Car,12.0,5.9,-1,24.7925,4850,12,15,11
Ferrari,599 GTB Fiorano,2009,Automatic,2WD,2000-2010,Gas,Car,12.0,5.9,-1,24.7925,4850,12,15,11
Honda,S2000,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.167142857142858,2800,21,25,18
Lamborghini,Gallardo Coupe,2009,Manual,4WD,2000-2010,Gas,Car,10.0,5.2,-1,19.834,3900,15,20,12
Lamborghini,Gallardo Coupe,2009,Automatic,4WD,2000-2010,Gas,Car,10.0,5.2,-1,18.594375,3650,16,20,14
Lamborghini,Gallardo Spyder,2009,Manual,4WD,2000-2010,Gas,Car,10.0,5.2,-1,21.250714285714285,4150,14,20,12
Lamborghini,Gallardo Spyder,2009,Automatic,4WD,2000-2010,Gas,Car,10.0,5.2,-1,18.594375,3650,16,20,13
Mercedes-Benz,SLK55 AMG,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,5.4,-1,17.500588235294117,3450,17,22,14
Nissan,350z Roadster,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2900,20,24,17
Nissan,350z Roadster,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,3050,19,23,17
Porsche,911 GT2,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.6,-1,15.65842105263158,3050,19,23,16
Spyker,C8,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.2,-1,19.834,2950,15,18,13
Lexus,SC 430,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,15.65842105263158,3050,19,23,16
MINI,Cooper,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,9.2971875,1800,32,37,28
MINI,Cooper,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,10.25896551724138,2000,29,34,25
MINI,Cooper S,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,11.442692307692308,2250,26,32,23
MINI,Cooper S,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,10.25896551724138,2000,29,34,26
Porsche,911 Turbo,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,3250,18,23,15
Porsche,911 Turbo,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,3250,18,23,16
Porsche,911 Turbo Cabriolet,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,3250,18,23,15
Porsche,911 Turbo Cabriolet,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,3250,18,24,15
Porsche,Carrera 2 Cabriolet,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 2 Cabriolet,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,13.52318181818182,2650,22,27,19
Porsche,Carrera 2 Coupe,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 2 Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,13.52318181818182,2650,22,27,19
Porsche,Carrera 2 S Cabriolet,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 2 S Cabriolet,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,13.52318181818182,2650,22,26,19
Porsche,Carrera 2 S Coupe,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 2 S Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,13.52318181818182,2650,22,26,19
Porsche,Carrera 4 Cabriolet,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 4 Cabriolet,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,26,18
Porsche,Carrera 4 Coupe,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,26,18
Porsche,Carrera 4 Coupe,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,25,18
Porsche,Carrera 4 S Cabriolet,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2800,21,27,18
Porsche,Carrera 4 S Cabriolet,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900,20,25,18
Porsche,Carrera 4 S Coupe,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2800,21,26,18
Porsche,Carrera 4 S Coupe,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900,20,25,18
Porsche,Carrera 4 S Targa,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2800,21,27,18
Porsche,Carrera 4 S Targa,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900,20,25,18
Porsche,Carrera 4 Targa,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,26,18
Porsche,Carrera 4 Targa,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,25,18
Audi,A4 Cabriolet,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,2350,25,30,23
Audi,A4 Cabriolet quattro,2009,Automatic,4WD,2000-2010,Gas,Car,4.0,2.0,-1,12.935217391304349,2550,23,27,21
Audi,A4 Cabriolet quattro,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.1,-1,14.8755,2900,20,25,17
Audi,S4 Cabriolet,2009,Manual,4WD,2000-2010,Gas,Car,8.0,4.2,-1,19.834,3900,15,19,13
Audi,S4 Cabriolet,2009,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,18.594375,3650,16,21,14
Audi,S5,2009,Manual,4WD,2000-2010,Gas,Car,8.0,4.2,-1,17.500588235294117,3450,17,22,14
Audi,S5,2009,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,15.65842105263158,3050,19,24,16
Audi,TT Coupe quattro,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900,20,25,17
Audi,TT Coupe quattro,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900,20,24,18
BMW,128i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,28,18
BMW,128i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,13.52318181818182,2650,22,28,18
BMW,128i Convertible,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,28,18
BMW,128i Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,27,18
BMW,135i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,135i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,18
BMW,135i Convertible,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,135i Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,328ci,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,28,18
BMW,328ci,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,13.52318181818182,2650,22,28,18
BMW,328ci Convertible,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,27,17
BMW,328ci Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,27,18
BMW,328ci xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,328ci xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,335ci,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335ci,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335ci Convertible,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335ci Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335ci xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050,19,25,16
BMW,335ci xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,650ci,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.8,-1,16.528333333333336,3250,18,22,15
BMW,650ci,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.8,-1,16.528333333333336,3250,18,23,15
BMW,650ci Convertible,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.8,-1,18.594375,3650,16,21,14
BMW,650ci Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.8,-1,16.528333333333336,3250,18,23,15
BMW,M3 Convertible,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,13
BMW,M3 Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,14
BMW,M3 Coupe,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,14
BMW,M3 Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,14
BMW,M6,2009,Manual,2WD,2000-2010,Gas,Car,10.0,5.0,-1,22.885384615384616,4500,13,17,11
BMW,M6,2009,Automatic,2WD,2000-2010,Gas,Car,10.0,5.0,-1,22.885384615384616,4500,13,17,11
BMW,M6 Convertible,2009,Manual,2WD,2000-2010,Gas,Car,10.0,5.0,-1,22.885384615384616,4500,13,17,11
BMW,M6 Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,10.0,5.0,-1,22.885384615384616,4500,13,17,11
Honda,Civic CNG,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,0.0521249999999999,1600,28,36,24
Honda,Civic,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500,29,34,26
Honda,Civic,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500,29,36,25
Lexus,IS 250,2009,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2800,21,26,18
Lexus,IS 250,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,12.39625,2450,24,29,21
Lexus,IS 250 AWD,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,2.5,-1,13.52318181818182,2650,22,26,20
Lexus,IS 350,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2900,20,25,18
Lexus,IS F,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,16.528333333333336,3250,18,23,16
Mercedes-Benz,CLK350,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2900,20,25,17
Mercedes-Benz,CLK350 (Cabriolet),2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2900,20,25,17
Mercedes-Benz,CLK550,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,5.5,-1,17.500588235294117,3450,17,22,15
Mercedes-Benz,CLK550 (Cabriolet),2009,Automatic,2WD,2000-2010,Gas,Car,8.0,5.5,-1,17.500588235294117,3450,17,21,15
MINI,Clubman,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,9.2971875,1800,32,37,28
MINI,Clubman,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,10.25896551724138,2000,29,34,25
MINI,Clubman S,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,11.442692307692308,2250,26,32,23
MINI,Clubman S,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,10.25896551724138,2000,29,34,26
Nissan,Altima Coupe,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.5,-1,11.442692307692308,1700,26,32,23
Nissan,Altima Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.5,-1,11.442692307692308,1700,26,31,23
Nissan,Altima Coupe,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2800,21,27,18
Nissan,Altima Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,13.52318181818182,2650,22,26,19
Saab,9-3 Convertible,2009,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,2300,19,26,16
Saab,9-3 Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,2450,18,24,15
Saleen Performance,S281 Family,2009,Manual,2WD,2000-2010,Gas,Car,8.0,5.0,-1,21.250714285714285,4150,14,18,11
Scion,xD,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500,29,33,27
Scion,xD,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.625357142857142,1600,28,32,26
Toyota,Yaris,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.2971875,1400,32,36,29
Toyota,Yaris,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.597096774193547,1400,31,35,29
Audi,A4,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,2350,25,30,23
Audi,A4 quattro,2009,Manual,4WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,2350,25,30,22
Audi,A4 quattro,2009,Automatic,4WD,2000-2010,Gas,Car,4.0,2.0,-1,12.935217391304349,2550,23,27,21
BMW,328i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,28,18
BMW,328i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,13.52318181818182,2650,22,28,18
BMW,328i xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,328i xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,335i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,335i xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050,19,25,16
BMW,335i xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,M3,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,14
BMW,M3,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650,16,20,14
Chrysler,Sebring Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.935217391304349,1900,23,29,20
Chrysler,Sebring Convertible,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2200,20,27,16
Dodge,Challenger,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,6.1,-1,19.834,2950,15,19,13
Dodge,Challenger,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2200,20,25,17
Dodge,Challenger,2009,Manual,2WD,2000-2010,Gas,Car,8.0,5.7,-1,15.65842105263158,2300,19,25,16
Dodge,Challenger,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,5.7,-1,15.65842105263158,2300,19,25,16
Dodge,Challenger,2009,Manual,2WD,2000-2010,Gas,Car,8.0,6.1,-1,18.594375,2750,16,22,14
Ford,Focus FWD,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,10.625357142857142,1600,28,35,24
Ford,Focus FWD,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.018888888888888,1650,27,33,24
Honda,Accord Coupe,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,11.9004,1750,25,31,22
Honda,Accord Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.39625,1850,24,30,21
Honda,Accord Coupe,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,13.52318181818182,2000,22,28,19
Honda,Accord Coupe,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2200,20,25,17
Honda,Civic Hybrid,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.3,-1,7.083571428571429,1050,42,45,40
Kia,Rio,2009,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,9.917,1450,30,33,27
Kia,Rio,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,9.917,1450,30,35,26
Mercedes-Benz,C350,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2900,20,25,17
Mercedes-Benz,C63 AMG,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,6.2,-1,19.834,3900,15,19,12
Mercedes-Benz,CL550 4matic,2009,Automatic,4WD,2000-2010,Gas,Car,8.0,5.5,-1,17.500588235294117,3450,17,21,14
Mercedes-Benz,CL600,2009,Automatic,2WD,2000-2010,Gas,Car,12.0,5.5,-1,22.885384615384616,4500,13,17,11
Mercedes-Benz,CL63 AMG,2009,Automatic,2WD,2000-2010,Gas,Car,8.0,6.2,-1,21.250714285714285,4150,14,18,11
Mercedes-Benz,CL65 AMG,2009,Automatic,2WD,2000-2010,Gas,Car,12.0,5.5,-1,22.885384615384616,4500,13,17,11
Mitsubishi,Lancer Evolution,2009,Manual,4WD,2000-2010,Gas,Car,4.0,2.0,-1,16.528333333333336,3250,18,22,16
Mitsubishi,Lancer Evolution,2009,Automatic,4WD,2000-2010,Gas,Car,4.0,2.0,-1,15.65842105263158,3050,19,22,17
Saab,9-3 Aero Sedan AWD,2009,Manual,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,2450,18,24,15
Saab,9-3 Aero Sedan AWD,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,2450,18,24,15
Saab,9-3 Sport Sedan,2009,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,2300,19,26,16
Saab,9-3 Sport Sedan,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,2450,18,24,15
Subaru,Impreza AWD,2009,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2800,21,24,19
Subaru,Impreza AWD,2009,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,13.52318181818182,2000,22,27,20
Subaru,Impreza AWD,2009,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2800,21,25,18
Subaru,Impreza AWD,2009,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,13.52318181818182,2000,22,26,20
Suzuki,SX4 Sedan,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750,25,30,22
Suzuki,SX4 Sedan,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.442692307692308,1700,26,31,23
Suzuki,SX4 Sport,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850,24,29,22
Suzuki,SX4 Sport,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750,25,30,22
Volkswagen,CC,2009,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,2350,25,31,21
Volkswagen,CC,2009,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.935217391304349,2550,23,29,19
Volkswagen,CC,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,14.167142857142858,2800,21,27,18
Volkswagen,CC 4motion,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.6,-1,14.8755,2900,20,25,17
Audi,A6 quattro,2009,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250,18,23,16
Audi,A8,2009,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250,18,23,16
Audi,S6,2009,Automatic,4WD,2000-2010,Gas,Car,10.0,5.2,-1,18.594375,3650,16,19,14
Audi,S8,2009,Automatic,4WD,2000-2010,Gas,Car,10.0,5.2,-1,19.834,3900,15,19,13
BMW,528i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,28,18
BMW,528i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800,21,27,18
BMW,528i xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,528i xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,535i,2009,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,535i,2009,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,26,17
BMW,535i xDrive,2009,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050,19,25,16
BMW,535i xDrive,2009,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900,20,25,17
BMW,550i,2009,Manual,2WD,2000-2010,Gas,Car,8.0,4.8,-1,16.528333333333336,3250,18,22,15
