,make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
15663,Volkswagen,Passat,2014.0,5.0,Automatic (S6),2.5,Midsize Cars,350.0,11.9004,1750.0,Regular,31.0,22.0,25.0
15664,Volkswagen,Passat,2014.0,5.0,Manual 5-spd,2.5,Midsize Cars,337.0,11.44269231,1700.0,Regular,32.0,22.0,26.0
15665,Chevrolet,Impala,2014.0,6.0,Automatic (S6),3.6,Large Cars,417.0,14.16714286,2100.0,Regular,28.0,18.0,21.0
15666,Fiat,500 L,2014.0,4.0,Automatic 6-spd,1.4,Small Station Wagons,331.0,11.01888889,2150.0,Premium,32.0,24.0,27.0
15667,Fiat,500 L,2014.0,4.0,Manual 6-spd,1.4,Small Station Wagons,318.0,10.62535714,2100.0,Premium,32.0,25.0,28.0
15668,Subaru,Impreza Wagon AWD,2014.0,4.0,Manual 5-spd,2.5,Small Station Wagons,426.0,14.16714286,2800.0,Premium,25.0,19.0,21.0
15669,Subaru,Impreza Wagon AWD,2014.0,4.0,Manual 6-spd,2.5,Small Station Wagons,468.0,15.65842105,3050.0,Premium,23.0,17.0,19.0
15670,Volkswagen,Jetta SportWagen,2014.0,4.0,Automatic (AM-S6),2.0,Small Station Wagons,318.0,11.16234375,1700.0,Diesel,37.0,29.0,32.0
15671,Ram,1500 2WD,2014.0,8.0,Automatic 6-spd,5.7,Standard Pickup Trucks 2WD,558.0,18.594375,3300.0,Midgrade,20.0,14.0,16.0
15672,Ram,1500 4WD,2014.0,6.0,Automatic 8-spd,3.6,Standard Pickup Trucks 4WD,474.0,15.65842105,2300.0,Regular,23.0,16.0,19.0
15673,Chrysler,Town and Country,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,445.0,14.8755,2200.0,Gasoline or E85,25.0,17.0,20.0
15674,Dodge,Grand Caravan,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,445.0,14.8755,2200.0,Gasoline or E85,25.0,17.0,20.0
15675,Volkswagen,Routan,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,456.0,14.8755,2200.0,Gasoline or E85,25.0,17.0,20.0
15676,Chevrolet,Captiva FWD,2014.0,6.0,Automatic 6-spd,3.0,Small Sport Utility Vehicle 2WD,463.0,15.65842105,2300.0,Gasoline or E85,24.0,17.0,19.0
15677,Infiniti,QX60 FWD,2014.0,6.0,Automatic (AV-S7),3.5,Small Sport Utility Vehicle 2WD,404.0,13.52318182,2650.0,Premium,26.0,20.0,22.0
15678,Mitsubishi,Outlander Sport 2WD,2014.0,4.0,Manual 5-spd,2.0,Small Sport Utility Vehicle 2WD,342.0,11.44269231,1700.0,Regular,29.0,23.0,26.0
15679,Mitsubishi,Outlander Sport 2WD,2014.0,4.0,Automatic (AV-S6),2.0,Small Sport Utility Vehicle 2WD,334.0,11.44269231,1700.0,Regular,30.0,24.0,26.0
15680,Nissan,Pathfinder 2WD,2014.0,6.0,Automatic (variable gear ratios),3.5,Small Sport Utility Vehicle 2WD,404.0,13.52318182,2000.0,Regular,26.0,20.0,22.0
15681,Audi,Q5,2014.0,6.0,Automatic (S8),3.0,Small Sport Utility Vehicle 4WD,392.0,13.73826923,2100.0,Diesel,30.0,23.0,26.0
15682,Chevrolet,Captiva AWD,2014.0,6.0,Automatic 6-spd,3.0,Small Sport Utility Vehicle 4WD,482.0,16.52833333,2450.0,Gasoline or E85,22.0,16.0,18.0
15683,Chevrolet,Equinox AWD,2014.0,6.0,Automatic 6-spd,3.6,Small Sport Utility Vehicle 4WD,476.0,15.65842105,2300.0,Gasoline or E85,23.0,16.0,19.0
15684,GMC,Terrain AWD,2014.0,6.0,Automatic 6-spd,3.6,Small Sport Utility Vehicle 4WD,476.0,15.65842105,2300.0,Gasoline or E85,23.0,16.0,19.0
15685,Infiniti,QX60 AWD,2014.0,6.0,Automatic (AV-S7),3.5,Small Sport Utility Vehicle 4WD,414.0,14.16714286,2800.0,Premium,25.0,19.0,21.0
15686,Jeep,Wrangler 4WD,2014.0,6.0,Manual 6-spd,3.6,Small Sport Utility Vehicle 4WD,481.0,16.52833333,2450.0,Regular,21.0,17.0,18.0
15687,Mitsubishi,Outlander Sport 4WD,2014.0,4.0,Automatic (AV-S6),2.0,Small Sport Utility Vehicle 4WD,340.0,11.44269231,1700.0,Regular,29.0,24.0,26.0
15688,Nissan,Pathfinder 4WD,2014.0,6.0,Automatic (variable gear ratios),3.5,Small Sport Utility Vehicle 4WD,418.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
15689,Subaru,Tribeca AWD,2014.0,6.0,Automatic (S5),3.6,Small Sport Utility Vehicle 4WD,490.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
15690,Volkswagen,Tiguan 4motion,2014.0,4.0,Automatic (S6),2.0,Small Sport Utility Vehicle 4WD,395.0,13.52318182,2650.0,Premium,26.0,20.0,22.0
15691,Mercedes-Benz,ML350 4matic,2014.0,6.0,Automatic 7-spd,3.5,Standard Sport Utility Vehicle 4WD,456.0,15.65842105,3050.0,Premium or E85,22.0,18.0,19.0
15692,Volkswagen,Touareg,2014.0,6.0,Automatic (S8),3.6,Standard Sport Utility Vehicle 4WD,476.0,15.65842105,3050.0,Premium,23.0,16.0,19.0
15693,Chevrolet,Impala,2014.0,6.0,Automatic (S6),3.6,Large Cars,401.0,13.52318182,2000.0,Gasoline or E85,28.0,19.0,22.0
15694,MINI,Cooper Clubvan,2014.0,4.0,Automatic (S6),1.6,Two Seaters,299.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15695,MINI,Cooper Coupe,2014.0,4.0,Automatic (S6),1.6,Two Seaters,291.0,9.917,1950.0,Premium,35.0,28.0,30.0
15696,MINI,Cooper Coupe,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,278.0,9.2971875,1800.0,Premium,36.0,29.0,32.0
15697,MINI,Cooper Roadster,2014.0,4.0,Automatic (S6),1.6,Two Seaters,299.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15698,MINI,Cooper S Coupe,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15699,MINI,Cooper S Roadster,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15700,MINI,John Cooper Works Coupe,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15701,MINI,John Cooper Works Roadster,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15702,Nissan,370Z,2014.0,6.0,Automatic (S7),3.7,Two Seaters,414.0,14.16714286,2800.0,Premium,26.0,19.0,21.0
15703,Nissan,370Z,2014.0,6.0,Manual 6-spd,3.7,Two Seaters,431.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
15704,Nissan,370Z Roadster,2014.0,6.0,Automatic (S7),3.7,Two Seaters,431.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
15705,Nissan,370Z Roadster,2014.0,6.0,Manual 6-spd,3.7,Two Seaters,445.0,14.8755,2900.0,Premium,24.0,17.0,20.0
15706,MINI,Cooper Convertible,2014.0,4.0,Automatic (S6),1.6,Minicompact Cars,299.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15707,MINI,Cooper S Convertible,2014.0,4.0,Manual 6-spd,1.6,Minicompact Cars,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15708,MINI,John Cooper Works Convertible,2014.0,4.0,Manual 6-spd,1.6,Minicompact Cars,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15709,MINI,Cooper Clubman,2014.0,4.0,Automatic (S6),1.6,Subcompact Cars,299.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15710,MINI,Cooper S Clubman,2014.0,4.0,Manual 6-spd,1.6,Subcompact Cars,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15711,MINI,John Cooper Works Clubman,2014.0,4.0,Manual 6-spd,1.6,Subcompact Cars,305.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15712,Ford,Focus FWD,2014.0,4.0,Automatic (AM6),2.0,Compact Cars,293.0,9.917,1450.0,Regular,36.0,27.0,30.0
15713,Ford,Focus FWD,2014.0,4.0,Automatic (S6),2.0,Compact Cars,293.0,9.917,1450.0,Regular,36.0,27.0,30.0
15714,Ford,Focus FWD,2014.0,4.0,Manual 5-spd,2.0,Compact Cars,304.0,10.25896552,1500.0,Regular,35.0,26.0,29.0
15715,Ford,Focus FWD,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,340.0,11.44269231,1700.0,Regular,31.0,23.0,26.0
15716,Ford,Focus FWD FFV,2014.0,4.0,Automatic (AM6),2.0,Compact Cars,296.0,9.917,1450.0,Gasoline or E85,36.0,26.0,30.0
15717,Ford,Focus FWD FFV,2014.0,4.0,Automatic (S6),2.0,Compact Cars,296.0,9.917,1450.0,Gasoline or E85,36.0,26.0,30.0
15718,Ford,Focus FWD FFV,2014.0,4.0,Manual 5-spd,2.0,Compact Cars,304.0,10.25896552,1500.0,Gasoline or E85,35.0,26.0,29.0
15719,MINI,Cooper Countryman,2014.0,4.0,Automatic (S6),1.6,Compact Cars,332.0,11.01888889,2150.0,Premium,29.0,25.0,27.0
15720,MINI,Cooper Paceman,2014.0,4.0,Automatic (S6),1.6,Compact Cars,332.0,11.01888889,2150.0,Premium,29.0,25.0,27.0
15721,MINI,Cooper S Countryman,2014.0,4.0,Automatic (S6),1.6,Compact Cars,321.0,10.62535714,2100.0,Premium,31.0,25.0,28.0
15722,MINI,Cooper S Countryman,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,313.0,10.62535714,2100.0,Premium,32.0,26.0,28.0
15723,MINI,Cooper S Countryman All4,2014.0,4.0,Automatic (S6),1.6,Compact Cars,342.0,11.44269231,2250.0,Premium,30.0,23.0,26.0
15724,MINI,Cooper S Countryman All4,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,329.0,11.01888889,2150.0,Premium,30.0,25.0,27.0
15725,MINI,Cooper S Paceman,2014.0,4.0,Automatic (S6),1.6,Compact Cars,321.0,10.62535714,2100.0,Premium,31.0,25.0,28.0
15726,MINI,Cooper S Paceman,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,313.0,10.62535714,2100.0,Premium,32.0,26.0,28.0
15727,MINI,Cooper S Paceman All4,2014.0,4.0,Automatic (S6),1.6,Compact Cars,342.0,11.44269231,2250.0,Premium,30.0,23.0,26.0
15728,MINI,Cooper S Paceman All4,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,329.0,11.01888889,2150.0,Premium,30.0,25.0,27.0
15729,MINI,JCW Countryman All4,2014.0,4.0,Automatic (S6),1.6,Compact Cars,342.0,11.44269231,2250.0,Premium,30.0,23.0,26.0
15730,MINI,JCW Countryman All4,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,329.0,11.01888889,2150.0,Premium,30.0,25.0,27.0
15731,MINI,JCW Paceman All4,2014.0,4.0,Automatic (S6),1.6,Compact Cars,342.0,11.44269231,2250.0,Premium,30.0,23.0,26.0
15732,MINI,JCW Paceman All4,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,329.0,11.01888889,2150.0,Premium,30.0,25.0,27.0
15733,Infiniti,QX80 2WD,2014.0,8.0,Automatic (S7),5.6,Standard Sport Utility Vehicle 2WD,560.0,18.594375,3650.0,Premium,20.0,14.0,16.0
15734,Infiniti,QX80 4WD,2014.0,8.0,Automatic (S7),5.6,Standard Sport Utility Vehicle 4WD,564.0,18.594375,3650.0,Premium,20.0,14.0,16.0
15735,Mercedes-Benz,SLK250,2014.0,4.0,Automatic 7-spd,1.8,Two Seaters,342.0,11.44269231,2250.0,Premium,32.0,23.0,26.0
15736,Mercedes-Benz,SLK250,2014.0,4.0,Manual 6-spd,1.8,Two Seaters,346.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
15737,Mercedes-Benz,SLK350,2014.0,6.0,Automatic 7-spd,3.5,Two Seaters,371.0,12.39625,2450.0,Premium,28.0,21.0,24.0
15738,Mercedes-Benz,SLS AMG Coupe,2014.0,8.0,Automatic (AM7),6.2,Two Seaters,589.0,19.834,3900.0,Premium,19.0,13.0,15.0
15739,Mercedes-Benz,SLS AMG Roadster,2014.0,8.0,Automatic (AM7),6.2,Two Seaters,589.0,19.834,3900.0,Premium,19.0,13.0,15.0
15740,Mercedes-Benz,SLS AMG GT Coupe,2014.0,8.0,Automatic (AM7),6.2,Two Seaters,589.0,19.834,3900.0,Premium,19.0,13.0,15.0
15741,Mercedes-Benz,SLS AMG GT Roadster,2014.0,8.0,Automatic (AM7),6.2,Two Seaters,589.0,19.834,3900.0,Premium,19.0,13.0,15.0
15742,MINI,Cooper Roadster,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15743,MINI,Cooper S Roadster,2014.0,4.0,Automatic (S6),1.6,Two Seaters,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15744,MINI,Cooper S Coupe,2014.0,4.0,Automatic (S6),1.6,Two Seaters,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15745,MINI,John Cooper Works Coupe,2014.0,4.0,Automatic (S6),1.6,Two Seaters,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15746,MINI,John Cooper Works Roadster,2014.0,4.0,Automatic (S6),1.6,Two Seaters,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15747,MINI,Cooper Convertible,2014.0,4.0,Manual 6-spd,1.6,Minicompact Cars,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15748,MINI,Cooper S Convertible,2014.0,4.0,Automatic (S6),1.6,Minicompact Cars,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15749,MINI,John Cooper Works Convertible,2014.0,4.0,Automatic (S6),1.6,Minicompact Cars,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15750,Porsche,911 Carrera 4S Cabriolet,2014.0,6.0,Automatic (AM-S7),3.8,Minicompact Cars,419.0,14.16714286,2800.0,Premium,26.0,19.0,21.0
15751,Mercedes-Benz,C250 Coupe,2014.0,4.0,Automatic 7-spd,1.8,Subcompact Cars,356.0,11.9004,2350.0,Premium,31.0,21.0,25.0
15752,Mercedes-Benz,C63 AMG Coupe,2014.0,8.0,Automatic 7-spd,6.2,Subcompact Cars,576.0,19.834,3900.0,Premium,19.0,13.0,15.0
15753,Mercedes-Benz,C350 4matic Coupe,2014.0,6.0,Automatic 7-spd,3.5,Subcompact Cars,400.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
15754,Mercedes-Benz,C350 Coupe,2014.0,6.0,Automatic 7-spd,3.5,Subcompact Cars,382.0,12.93521739,2550.0,Premium,28.0,20.0,23.0
15755,Mercedes-Benz,E550 Coupe,2014.0,8.0,Automatic 7-spd,4.7,Subcompact Cars,432.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
15756,MINI,Cooper Clubman,2014.0,4.0,Manual 6-spd,1.6,Subcompact Cars,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15757,MINI,Cooper S Clubman,2014.0,4.0,Automatic (S6),1.6,Subcompact Cars,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15758,MINI,John Cooper Works Clubman,2014.0,4.0,Automatic (S6),1.6,Subcompact Cars,315.0,10.25896552,2000.0,Premium,34.0,26.0,29.0
15759,Volkswagen,Beetle Convertible,2014.0,5.0,Automatic (S6),2.5,Subcompact Cars,378.0,12.93521739,1900.0,Regular,27.0,21.0,23.0
15760,BMW,320i,2014.0,4.0,Automatic (S8),2.0,Compact Cars,324.0,10.62535714,2100.0,Premium,35.0,23.0,28.0
15761,BMW,320i xDrive,2014.0,4.0,Automatic (S8),2.0,Compact Cars,333.0,11.01888889,2150.0,Premium,34.0,23.0,27.0
15762,BMW,335i,2014.0,6.0,Automatic (S8),3.0,Compact Cars,353.0,11.9004,2350.0,Premium,32.0,22.0,25.0
15763,BMW,335i xDrive,2014.0,6.0,Automatic (S8),3.0,Compact Cars,377.0,12.39625,2450.0,Premium,30.0,20.0,24.0
15764,BMW,328d,2014.0,4.0,Automatic (S8),2.0,Compact Cars,285.0,9.922083333,1550.0,Diesel,43.0,31.0,36.0
15765,BMW,328d xDrive,2014.0,4.0,Automatic (S8),2.0,Compact Cars,295.0,10.50573529,1600.0,Diesel,41.0,31.0,34.0
15766,Chevrolet,Camaro,2014.0,8.0,Manual 6-spd,6.2,Compact Cars,556.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15767,Chevrolet,Camaro,2014.0,8.0,Automatic (S6),6.2,Compact Cars,626.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15768,Chevrolet,Sonic,2014.0,4.0,Manual 6-spd,1.4,Compact Cars,276.0,9.2971875,1400.0,Regular,38.0,28.0,32.0
15769,Chevrolet,Sonic,2014.0,4.0,Automatic (S6),1.4,Compact Cars,295.0,9.917,1450.0,Regular,36.0,27.0,30.0
15770,Chevrolet,Sonic RS,2014.0,4.0,Manual 6-spd,1.4,Compact Cars,306.0,10.25896552,1500.0,Regular,33.0,26.0,29.0
15771,Chevrolet,Sonic RS,2014.0,4.0,Automatic (S6),1.4,Compact Cars,318.0,10.62535714,1600.0,Regular,33.0,25.0,28.0
15772,Ford,Focus SFE FWD FFV,2014.0,4.0,Automatic (AM6),2.0,Compact Cars,278.0,9.2971875,1400.0,Gasoline or E85,39.0,28.0,32.0
15773,Infiniti,Q50 Hybrid,2014.0,6.0,Automatic (S7),3.5,Compact Cars,282.0,9.597096774,1900.0,Premium,36.0,29.0,31.0
15774,Infiniti,Q50S Hybrid,2014.0,6.0,Automatic (S7),3.5,Compact Cars,295.0,9.917,1950.0,Premium,33.0,28.0,30.0
15775,Infiniti,Q50 Hybrid AWD,2014.0,6.0,Automatic (S7),3.5,Compact Cars,293.0,9.917,1950.0,Premium,34.0,28.0,30.0
15776,Infiniti,Q50S Hybrid AWD,2014.0,6.0,Automatic (S7),3.5,Compact Cars,315.0,10.62535714,2100.0,Premium,30.0,27.0,28.0
15777,Mercedes-Benz,C250,2014.0,4.0,Automatic 7-spd,1.8,Compact Cars,356.0,11.9004,2350.0,Premium,31.0,22.0,25.0
15778,Mercedes-Benz,C63 AMG,2014.0,8.0,Automatic 7-spd,6.2,Compact Cars,576.0,19.834,3900.0,Premium,19.0,13.0,15.0
15779,Mercedes-Benz,CL600,2014.0,12.0,Automatic 5-spd,5.5,Compact Cars,634.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15780,Mercedes-Benz,CL65 AMG,2014.0,12.0,Automatic 5-spd,6.0,Compact Cars,614.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15781,MINI,Cooper Countryman,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15782,MINI,Cooper Paceman,2014.0,4.0,Manual 6-spd,1.6,Compact Cars,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15783,Volkswagen,Golf,2014.0,5.0,Automatic (S6),2.5,Compact Cars,342.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
15784,Volkswagen,Beetle,2014.0,5.0,Automatic (S6),2.5,Compact Cars,358.0,11.9004,1750.0,Regular,29.0,22.0,25.0
15785,Volkswagen,Beetle,2014.0,5.0,Manual 5-spd,2.5,Compact Cars,354.0,11.9004,1750.0,Regular,31.0,22.0,25.0
15786,BMW,528i,2014.0,4.0,Automatic (S8),2.0,Midsize Cars,335.0,11.44269231,2250.0,Premium,33.0,23.0,26.0
15787,BMW,535i,2014.0,6.0,Automatic (S8),3.0,Midsize Cars,378.0,12.93521739,2550.0,Premium,30.0,20.0,23.0
15788,Cadillac,CTS,2014.0,8.0,Manual 6-spd,6.2,Midsize Cars,556.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15789,Cadillac,CTS V,2014.0,8.0,Manual 6-spd,6.2,Midsize Cars,556.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15790,Cadillac,CTS,2014.0,8.0,Automatic (S6),6.2,Midsize Cars,626.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15791,Cadillac,CTS V,2014.0,8.0,Automatic (S6),6.2,Midsize Cars,626.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15792,Chevrolet,Cruze,2014.0,4.0,Manual 6-spd,1.4,Midsize Cars,298.0,9.917,1450.0,Regular,37.0,26.0,30.0
15793,Chevrolet,Cruze Eco,2014.0,4.0,Manual 6-spd,1.4,Midsize Cars,273.0,9.2971875,1400.0,Regular,40.0,28.0,32.0
15794,Chevrolet,Sonic 5,2014.0,4.0,Manual 6-spd,1.4,Midsize Cars,276.0,9.2971875,1400.0,Regular,38.0,28.0,32.0
15795,Chevrolet,Sonic 5,2014.0,4.0,Automatic (S6),1.4,Midsize Cars,295.0,9.917,1450.0,Regular,36.0,27.0,30.0
15796,Chevrolet,Sonic 5 RS,2014.0,4.0,Manual 6-spd,1.4,Midsize Cars,306.0,10.25896552,1500.0,Regular,33.0,26.0,29.0
15797,Chevrolet,Sonic 5 RS,2014.0,4.0,Automatic (S6),1.4,Midsize Cars,318.0,10.62535714,1600.0,Regular,33.0,25.0,28.0
15798,Ford,Fusion FWD,2014.0,4.0,Automatic (S6),1.5,Midsize Cars,327.0,11.01888889,1650.0,Regular,35.0,23.0,27.0
15799,Ford,Fusion FWD,2014.0,4.0,Manual 6-spd,1.6,Midsize Cars,307.0,10.25896552,1500.0,Regular,36.0,25.0,29.0
15800,Ford,Fusion AWD,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,357.0,11.9004,1750.0,Regular,31.0,22.0,25.0
15801,Ford,Fusion FWD,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,343.0,11.44269231,1700.0,Regular,32.0,22.0,26.0
15802,Ford,Fusion FWD,2014.0,4.0,Automatic (S6),2.5,Midsize Cars,342.0,11.44269231,1700.0,Regular,33.0,22.0,26.0
15803,Ford,Fusion Energi Plug-in Hybrid,2014.0,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,129.0,4.352996461,1150.0,Regular Gas and Electricity,36.0,40.0,38.0
15804,Jaguar,XF,2014.0,4.0,Automatic (S8),2.0,Midsize Cars,387.0,12.93521739,2550.0,Premium,30.0,19.0,23.0
15805,Lincoln,MKZ AWD,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,357.0,11.9004,1750.0,Regular,31.0,22.0,25.0
15806,Lincoln,MKZ FWD,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,343.0,11.44269231,1700.0,Regular,32.0,22.0,26.0
15807,Lincoln,MKZ AWD,2014.0,6.0,Automatic (S6),3.7,Midsize Cars,430.0,14.16714286,2100.0,Regular,25.0,18.0,21.0
15808,Lincoln,MKZ FWD,2014.0,6.0,Automatic (S6),3.7,Midsize Cars,410.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
15809,BMW,335i xDrive Gran Turismo,2014.0,6.0,Automatic (S8),3.0,Large Cars,377.0,12.39625,2450.0,Premium,30.0,20.0,24.0
15810,BMW,535i xDrive Gran Turismo,2014.0,6.0,Automatic (S8),3.0,Large Cars,420.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
15811,BMW,740i,2014.0,6.0,Automatic (S8),3.0,Large Cars,398.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
15812,BMW,740Li,2014.0,6.0,Automatic (S8),3.0,Large Cars,398.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
15813,Maserati,Quattroporte GTS,2014.0,8.0,Automatic 8-spd,3.8,Large Cars,546.0,18.594375,3650.0,Premium,22.0,13.0,16.0
15814,BMW,328d xDrive Sports Wagon,2014.0,4.0,Automatic (S8),2.0,Small Station Wagons,295.0,10.50573529,1600.0,Diesel,41.0,31.0,34.0
15815,Cadillac,CTS Wagon,2014.0,8.0,Manual 6-spd,6.2,Small Station Wagons,556.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15816,Cadillac,CTS Wagon,2014.0,8.0,Automatic (S6),6.2,Small Station Wagons,626.0,21.25071429,4150.0,Premium,18.0,12.0,14.0
15817,Volkswagen,Jetta SportWagen,2014.0,5.0,Automatic (S6),2.5,Small Station Wagons,342.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
15818,Volkswagen,Jetta SportWagen,2014.0,5.0,Manual 5-spd,2.5,Small Station Wagons,335.0,11.44269231,1700.0,Regular,33.0,23.0,26.0
15819,Chevrolet,Silverado C15 2WD,2014.0,6.0,Automatic 6-spd,4.3,Standard Pickup Trucks 2WD,449.0,14.8755,2200.0,Gasoline or E85,23.0,18.0,20.0
15820,GMC,Sierra C15 2WD,2014.0,6.0,Automatic 6-spd,4.3,Standard Pickup Trucks 2WD,449.0,14.8755,2200.0,Gasoline or E85,23.0,18.0,20.0
15821,Ram,1500 2WD,2014.0,8.0,Automatic 8-spd,5.7,Standard Pickup Trucks 2WD,513.0,17.50058824,3100.0,Midgrade,22.0,15.0,17.0
15822,Ram,1500 2WD,2014.0,6.0,Automatic 8-spd,3.6,Standard Pickup Trucks 2WD,450.0,14.8755,2200.0,Regular,25.0,17.0,20.0
15823,Ram,1500 2WD,2014.0,6.0,Automatic 8-spd,3.6,Standard Pickup Trucks 2WD,450.0,14.8755,2200.0,Gasoline or E85,25.0,17.0,20.0
15824,Chevrolet,Silverado K15 4WD,2014.0,6.0,Automatic 6-spd,4.3,Standard Pickup Trucks 4WD,475.0,15.65842105,2300.0,Gasoline or E85,22.0,17.0,19.0
15825,GMC,Sierra K15 4WD,2014.0,6.0,Automatic 6-spd,4.3,Standard Pickup Trucks 4WD,474.0,15.65842105,2300.0,Gasoline or E85,22.0,17.0,19.0
15826,Ram,1500 4WD,2014.0,8.0,Automatic 6-spd,5.7,Standard Pickup Trucks 4WD,578.0,19.834,3550.0,Midgrade,19.0,13.0,15.0
15827,Ram,1500 4WD,2014.0,6.0,Automatic 8-spd,3.6,Standard Pickup Trucks 4WD,474.0,15.65842105,2300.0,Gasoline or E85,23.0,16.0,19.0
15828,Ram,1500 4WD,2014.0,8.0,Automatic 8-spd,5.7,Standard Pickup Trucks 4WD,527.0,17.50058824,3100.0,Midgrade,21.0,15.0,17.0
15829,Chrysler,Town and Country,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,445.0,14.8755,2200.0,Regular,25.0,17.0,20.0
15830,Dodge,Grand Caravan,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,445.0,14.8755,2200.0,Regular,25.0,17.0,20.0
15831,Ram,C/V,2014.0,6.0,Automatic 6-spd,3.6,Minivan - 2WD,433.0,14.16714286,2100.0,Gasoline or E85,26.0,18.0,21.0
15832,Chevrolet,Equinox FWD,2014.0,4.0,Automatic 6-spd,2.4,Small Sport Utility Vehicle 2WD,347.0,11.44269231,1700.0,Gasoline or E85,31.0,22.0,26.0
15833,Chevrolet,Captiva FWD,2014.0,4.0,Automatic 6-spd,2.4,Small Sport Utility Vehicle 2WD,347.0,12.93521739,1900.0,Gasoline or E85,28.0,20.0,23.0
15834,Dodge,Journey FWD,2014.0,4.0,Automatic 4-spd,2.4,Small Sport Utility Vehicle 2WD,420.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
15835,Dodge,Journey FWD,2014.0,6.0,Automatic 6-spd,3.6,Small Sport Utility Vehicle 2WD,457.0,15.65842105,2300.0,Gasoline or E85,25.0,17.0,19.0
15836,GMC,Terrain FWD,2014.0,4.0,Automatic 6-spd,2.4,Small Sport Utility Vehicle 2WD,347.0,11.44269231,1700.0,Gasoline or E85,31.0,22.0,26.0
